epoch,train_loss,val_loss,val_precision,val_recall,val_f1
1,0.3936147845122549,0.3894697532288101,0.9170383581993585,0.9757949686873304,0.945504213774534
2,0.30525396265917354,0.41756121066092167,0.8950959484455882,0.9962031319429506,0.9429464911223979
3,0.279561370751924,0.3613866307671923,0.9280319853718206,0.9914570474648994,0.9586961499455746
4,0.2629036651717292,0.4070614581771514,0.9076790332581195,0.9985761741819762,0.9509599526847139
5,0.2436467894539237,0.3816081998065805,0.9171752393560701,0.9976292076824897,0.9557115149843922
6,0.23615336308048832,0.3426141881613187,0.9246544801940908,0.9838709672752036,0.9533435588804406
7,0.229217486894793,0.29983426581162353,0.921895567827163,0.9971523488385609,0.9580478359456438
8,0.22379940626935826,0.4181790019886061,0.9068965513332343,0.9981024663196858,0.950315670545507
9,0.20683158315718175,0.3453408813438468,0.913365258635888,0.9957285234951455,0.9527697093992183
10,0.20142580030279028,0.3446062154288312,0.9076723012970646,0.9933586333048584,0.9485838720472967
11,0.1939318351364798,0.3370526268066092,0.9203849514783968,0.9981024663196858,0.9576690497704087
12,0.18889407811893358,0.3081515561180205,0.8977758764338,0.995730549812272,0.9442190240804992
13,0.18226086686468787,0.3813080939577226,0.9090515370684056,0.995730549812272,0.9504183369195545
14,0.1866698213873638,0.3235323371838526,0.9242290744827185,0.9957285234951455,0.9586469756954338
15,0.18112116609596543,0.34515972502375136,0.918635170201822,0.9966777403907557,0.9560659697782465
16,0.16910947357614836,0.35644516502518103,0.9183406109526897,0.9981015657341711,0.9565607922211025
17,0.1613293224490351,0.35769619006515724,0.9182692303678893,0.9971523488385609,0.9560859623017176
18,0.1549997342419293,0.35987846799112866,0.9227053136044334,0.9971523488385609,0.9584849017746913
19,0.16114880456692643,0.31971765577175193,0.9086580082646503,0.9952584158391379,0.9499881858276678
20,0.15072904844250945,0.48386783046785226,0.8978195806336813,0.9966777403907557,0.9446688666587748
21,0.1591304383965002,0.3282543812907776,0.9257950525946136,0.9947793065995353,0.9590477729129826
22,0.1465097696830829,0.3363312505590912,0.9233817697387134,0.9952539150473404,0.9579711768288988
23,0.14552360119918983,0.34855204031168174,0.9123644247668702,0.997628083018203,0.9530926344872171
24,0.14277730748471287,0.5368524100288182,0.903308981133086,0.997626957286366,0.9481276018409412
25,0.1409418660050465,0.44238200405968064,0.9163763062210905,0.9981024663196858,0.9554945050188179
26,0.12657781833989754,0.37079433627442127,0.9159041390344644,0.9971536997167203,0.954803043507287
27,0.1349658692545361,0.4121252885702931,0.9191080013471326,0.997626957286366,0.9567587175180865
28,0.1256723803654313,0.41925387519442747,0.9194748354838185,0.9966793164152375,0.9565212395069173
29,0.12696813264240822,0.4138574438904912,0.9177962392139064,0.9962031319429506,0.9553932191117899
30,0.12219957478758361,0.5008150970692858,0.9228746709365142,0.9985775244198305,0.9592342987908596
31,0.11405432138592005,0.514074423653821,0.9163033997749331,0.9971536997167203,0.9550199457111961
32,0.11783467129286793,0.4503856623116449,0.9139130430809074,0.997626957286366,0.9539364190649863
33,0.11066223693390688,0.5950343585102492,0.9130812686166532,0.9971523488385609,0.953266288195026
34,0.11019203262196647,0.5565843321992069,0.9146341459431037,0.9966777403907557,0.9538945720303881
35,0.10320024408607019,0.5777902716308982,0.9163033997749331,0.996680890945149,0.9548030434880983
36,0.09943451314957605,0.5214112432777115,0.9111014740194704,0.9971523488385609,0.9521862216368996
37,0.10174414004095726,0.6284292198811169,0.9150326793398551,0.9966777403907557,0.954111267857216
38,0.10041062828153371,0.3677869735722509,0.9191786802450072,0.9981024663196858,0.9570156477854206
39,0.0936191799533036,0.5290262963197567,0.9194748354838185,0.9971523488385609,0.9567390267975132
40,0.10339841721993354,0.5081198490781247,0.9199475061592531,0.997628083018203,0.9572138836349764
41,0.09097137520089746,0.5756812642777491,0.921087242033719,0.9971523488385609,0.9576111685359576
42,0.08470675473204918,0.6054893448759495,0.9191786802450072,0.9981024663196858,0.9570156477854206
43,0.08279966964903805,0.620264148651362,0.9157573108180894,0.9957285234951455,0.9540695322742226
44,0.08700910278285544,0.5425020662157416,0.9115351253636015,0.997626957286366,0.9526394280722255
